dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
oreomystis mana,loxops mana,d6d18b5f-ddd5-4140-b159-cf84e1cac0c0,preservedspecimen,4016,vz-bbm,h w henshaw,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,09 feb 1900,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
hemignathus virens,chlorodrepanis virens,71b7d2a9-3cb3-436d-a665-a1606f7cfce3,preservedspecimen,146172,vz-bbm-x,,common 'amakihi,"[""Common 'Amakihi""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,--,"hawaii, hawaii, hawaii volcanoes natl. park (end of mauna loa strip road0, 6600 ft.= from card catalog"
loxioides bailleui,loxioides bailleui,799fd5c3-eee1-4e8a-ac46-15b41eb2b847,preservedspecimen,178870,vz-bpbm,s fancy,palila,"[""Palila""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",loxioides,"{""lat"": 19.84, ""lon"": -155.6}",bpbm,puu laau,,collector number: --,03 mar 1993,"hawaii, hawaii, puu laau = specimen label"
carpodacus mexicanus,haemorhous mexicanus,59459c3a-ad5b-4cf6-90c0-f807c10f64b9,preservedspecimen,178137,vz-bpbm,r c fleischer,house finch,"[""House Finch""]",,,,0.21739130434782608,,,"[""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added""]",haemorhous,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,collector number: rcf 12-14-89.1,14 dec 1989,"hawaii: hawaii, mauna kea, puu laau, (mauna kea forest reserve) = specimen label"
paroreomyza montana,paroreomyza montana,919d4f51-40af-4f6d-a3f0-1b4f6533cce1,preservedspecimen,179984,vz-bpbm,"c eckart, p shannon, et al.","maui nui `alauahio, maui creeper, maui `alauahio","[""Maui Nui `Alauahio, Maui Creeper, Maui `Alauahio""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",paroreomyza,"{""lat"": 20.77, ""lon"": -156.24}",bpbm,"haleakala national park, hosmer grove",,collector number: --,17 jun 1994,"hosmer's grove area in pine, (nest #24), on path down to waikamoi reserve."
hemignathus kauaiensis,chlorodrepanis stejnegeri,af567a28-9da4-44e8-b016-147fb64b974c,preservedspecimen,5082,vz-bbm,g c munro,kaua'i 'amakihi,"[""Kaua'i 'Amakihi""]",,,,0.3333333333333333,,,"[""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]",chlorodrepanis,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,collector number: --,20 may 1889,kauai t. h. = specimen label
hemignathus flavus,chlorodrepanis flava,0298808c-16bd-4de5-ac47-a21561788440,preservedspecimen,1522,vz-bbm,a seale,o'ahu 'amakihi,"[""O'ahu 'Amakihi""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1691,24 jan 1901,waianae mts. oahu = specimen label
drepanis coccinea,vestiaria coccinea,cfc056da-578c-4cb4-8df5-a73e22782860,machineobservation,424528,ml,timothy barksdale,iiwi,"[""Iiwi""]",,,2002-03-28T00:00:00+00:00,0.2898550724637681,2002-03-28,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,28-mar-2002,united states | hawaii | hakalau forest national wildlife refuge
himatione sanguinea,himatione sanguinea,28537183-5f3a-4431-be6c-331e409c02ba,machineobservation,424797,ml,timothy barksdale,apapane,"[""Apapane""]",,,2002-04-07T00:00:00+00:00,0.30434782608695654,2002-04-07,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,7-apr-2002,united states | hawaii | hakalau forest national wildlife refuge
loxops coccineus,loxops coccineus,faddd0b2-8015-4062-a232-7669e126a41a,machineobservation,424806,ml,timothy barksdale,hawaii akepa,"[""Hawaii Akepa""]",,,2002-04-07T00:00:00+00:00,0.30434782608695654,2002-04-07,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,7-apr-2002,united states | hawaii | hakalau forest national wildlife refuge
drepanis coccinea,vestiaria coccinea,3efdc902-dc09-49f6-aa9a-b6f47cefe8b2,machineobservation,424816,ml,timothy barksdale,iiwi,"[""Iiwi""]",,,2002-04-07T00:00:00+00:00,0.2898550724637681,2002-04-07,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,7-apr-2002,united states | hawaii | hakalau forest national wildlife refuge
loxioides bailleui,loxioides bailleui,42bbd951-9048-450f-a3ae-e11074932191,machineobservation,424874,ml,timothy barksdale,palila,"[""Palila""]",,,2002-04-10T00:00:00+00:00,0.3188405797101449,2002-04-10,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added""]",loxioides,"{""lat"": 19.815879, ""lon"": -155.611043}",clo,"pu'u la'au/ka'ohe game management area, mauna kea forest reserve",,,10-apr-2002,"united states | hawaii | pu'u la'au/ka'ohe game management area, mauna kea forest reserve"
hemignathus virens,chlorodrepanis virens,18426521-a867-4914-897b-4359f8e6ad59,machineobservation,424922,ml,timothy barksdale,hawaii amakihi,"[""Hawaii Amakihi""]",,,2002-04-04T00:00:00+00:00,0.30434782608695654,2002-04,,"[""geopoint_datum_error"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",chlorodrepanis,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,apr-2002,united states | hawaii | hakalau forest national wildlife refuge
himatione sanguinea,himatione sanguinea,edba7ee6-27fc-4f98-a706-3d46f589edb1,machineobservation,427875,ml,timothy barksdale,apapane,"[""Apapane""]",,maui,2003-03-03T00:00:00+00:00,0.3188405797101449,2003-03-03,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 20.78233, ""lon"": -156.126654}",clo,"hanawi natural area reserve, maui",,,3-mar-2003,"united states | hawaii | maui | hanawi natural area reserve, maui"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,68b1dc05-000d-4f9e-b75f-75a5dd70317b,preservedspecimen,156633,birds,"baker, a j",,,7215.11486,maui county,1991-07-30T00:00:00+00:00,0.3188405797101449,1991-07-30,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.6805556, ""lon"": -156.3325}",rom,"polipoli, spring state recreation area, near keokea, maui island",,ajb 5706,19910730,"polipoli, spring state recreation area, near keokea, maui island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,455c3d95-7c75-4739-8e5c-5fc66b83c39c,preservedspecimen,156637,birds,"baker, a j",,,7215.11486,maui county,1991-07-30T00:00:00+00:00,0.3188405797101449,1991-07-30,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.6805556, ""lon"": -156.3325}",rom,"polipoli, spring state recreation area, near keokea, maui island",,ajb 5710,19910730,"polipoli, spring state recreation area, near keokea, maui island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,b1e1bf3e-ecfe-40d2-a2d4-b51046e58d91,preservedspecimen,156618,birds,"baker, a j",,,175.144889,hawaii county,1991-07-29T00:00:00+00:00,0.3188405797101449,1991-07-29,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5691,19910729,"near humu'ula, parker ranch, on mauna kea, hawaii island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,a7cf091a-f91f-4fd4-92bb-8a958c1ff170,preservedspecimen,156667,birds,"baker, a j",,,19835421,kauai county,1991-08-02T00:00:00+00:00,0.3188405797101449,1991-08-02,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 21.9758333, ""lon"": -159.3386111}",rom,"lihue airport, kauai island",,ajb 5740,19910802,"lihue airport, kauai island"
drepanis coccinea,vestiaria coccinea,ee4e689e-0bf2-4879-bfbd-7081847da390,machineobservation,129103,ml,gregory f budney,iiwi,"[""Iiwi""]",,hawaii,2002-04-06T00:00:00+00:00,0.30434782608695654,2002-04-06,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_scientificnameauthorship_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",vestiaria,"{""lat"": 19.7993333, ""lon"": -155.3288333}",clo,"hakalau forest nwr, pua akala",,,6-apr-2002,"united states | hawaii | hawaii | hakalau forest nwr, pua akala"
hemignathus flavus,chlorodrepanis flava,49d62bfa-c2f1-497c-9720-8dc5d4cfa8dd,preservedspecimen,179610,vz-bpbm,?,o'ahu 'amakihi,"[""O'ahu 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 21.32, ""lon"": -157.831}",bpbm,"honolulu, makiki area, (hawaii nature center, outside hq bldg)",,collector number: --,03 jul 1994,"hawaii, oahu, honolulu, makiki area, (makiki nature center, outside hq bldg) = specimen label"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,c0224efc-9c47-4633-80b8-e01dea4ee3de,preservedspecimen,156605,birds,"baker, a j",,,175.144889,hawaii county,1991-07-28T00:00:00+00:00,0.3188405797101449,1991-07-28,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5678,19910728,"near humu'ula, parker ranch, on mauna kea, hawaii island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,5f6784e8-7363-4563-8816-5691f10f2ea2,preservedspecimen,156600,birds,"baker, a j",,,175.144889,hawaii county,1991-07-28T00:00:00+00:00,0.3188405797101449,1991-07-28,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5673,19910728,"near humu'ula, parker ranch, on mauna kea, hawaii island"
himatione sanguinea sanguinea,himatione sanguinea,6ff6f35d-267e-4bf1-b28b-73fcf17edbcb,preservedspecimen,47902,orn,s. b. wilson,,,2329.0,,1888-05-03T00:00:00+00:00,0.2753623188405797,1888-05-03,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 21.96073, ""lon"": -159.67133}",mcz,"[kauai], waimea",,,5.3.88,puualala waimea
hemignathus obscurus,akialoa obscura,f439ad6f-54a2-4105-bdd9-0d9c6348e25e,preservedspecimen,134692,orn,robert cyril layton perkins,,,48015.168004,,,0.2608695652173913,1892-09-01/1892-09-30,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",akialoa,"{""lat"": 19.4834, ""lon"": -155.83637}",mcz,kona,,,9/1892,"north america, usa, hawaii, kona"
oreomystis mana,loxops mana,a034774a-6bd0-45ad-814e-c379da97e6c4,preservedspecimen,4012,vz-bbm,h w henshaw,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,14 aug 1901,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
